url,label
https://www.drive.google.com, 0
www.gmail.google.com,0
http://facebook.com,0
https://yahoo.com,0
001web.net,1
005mall.com,1
0dese-mi.com,1
0j9.ru,1
0l6.ru,1
0o3lsk3g.biz,1
0p7.ru,1
0s7.ru,1
0s8.ru,1
0w7.ru,1
0yq.ru,1
0yr.ru,1
0yw.ru,1
0zw.ru,1
100cigs.com,1
107.21.18.76,1
108.167.136.143,1
108.167.155.37,1
108.178.59.6,1
108.60.141.41,1
109.235.148.137,1
konin-todoke.com,0
kupiskidku.com,0
postallads4free.com,0
easyvols.fr,0
youtrend.it,0
lamabpo.lt,0
dekorat-reda.pl,0
bridecity.ru,0
allied-associates.co.uk,0
lidl-kochzauber.de,0
airitaly.it,0
racefans.ru,0
kiss.ac,0
afence.com,0
katiebrown.com,0
rosasensat.org,0
hostease.com,0
syd369.com,0
lansi-uusimaa.fi,0
bancheimprese.it,0
mkarapuz.com.ua,0
amitinfoservice.com,0
ebkxsvansudkoq.click/upload/_dispatch.php,1
mphtadhci5mrdlju.onion.to/,1
mphtadhci5mrdlju.tor2web.org/,1
178.78.87.8/spyra2,1
300tomoli.it/39w23pk,1
51939812.de.strato-hosting.eu/o8n8b,1
83.235.64.44/~typecent/roed9,1
aberfoyledental.ca/97q0eu,1
alexiedb.home.ro/zrb7z,1
adsnight.com/page8r,1
blanquerna.eresmas.net/z5yvl,1
bbvogliadimare.it/4vrl8j,1
callatisinstitut.fr/fytdty8o,1
desres.net/881ux1p,1
ebnmp.com/htxmd,1
exclusive-closet.com/wqcs8fk,1
edelweiss-secretariat.com/jiojyvrf,1
flaglerpower.com/dft1ryn7,1
fabricbuild.com/jiq6jv,1
ilbalconcino2011.it/2st9pai8,1
idd00dnu.eresmas.net/sz7o77m,1
lerens.com/9i9gk7,1
sfabinc.com/advvll,1
seroca.com/8f72pw,1
sichenia.omniadvert.it/7xxsn8,1
shintyaku.ame-zaiku.com/zjg39kpn,1
strstudio.pl/iloss7m,1
sturminvestigations.com/9dg4z9,1
uitindrachten.nl/a55fgn8,1
tabskillersmachine.com/ajn1lz,1
www.digi9.in/vx9x9,1
vanmeerendonk.eu/lbkzg,1
www.guapaweb.jazztel.es/o54b6,1
www.rgtalp14.it/jsao6f,1
www.italius.com/ph18xm0,1
zckupila.republika.pl/xr1zutd,1
www.vedasrestaurant.com/tv3mmzc,1
5.187.0.137/upload/_dispatch.php,1
77.222.54.202/upload/_dispatch.php,1
185.118.66.83/upload/_dispatch.php,1
176.111.63.51/upload/_dispatch.php,1
185.5.250.135/upload/_dispatch.php,1
bgwgoeisyddemxgmy.work/upload/_dispatch.php,1
jbrktqnxklmuf.info/upload/_dispatch.php,1
louisvuittonoutletbox.com,0
doodle.ch,0
majorityrights.com,0
l2native.eu,0
costsofwar.org,0
jezykangielski.org,0
capbreton-tourisme.com,0
tadalafil-20mgbuy.mobi,0
cjspl.com,0
apopo.org,0
mitsumi.com,0
wbu.edu,0
amazonrobotics.com,0
seedstarsworld.com,0
forests.org,0
umuzi.org,0
ristopizzajunior.pl,0
6ie6.com,0
joehewitt.com,0
openbuildings.com,0
iho.int,0
firstscience.com,0
